YEAR,Region,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
1985,Northeast,1.09676,1.935,2.80147,1.50794,3.76676,3.67765,4.34455,4.70594,3.60765,2.29559,8.16412,1.52706
1985,Southeast,1.2216,1.982,2.854,1.2748,4.486,4.416,4.1648,6.5564,2.2668,1.8936,6.8376,1.242
1985,Western,1.09,2.21667,2.635,1.39667,3.66167,3.865,4.90833,3.585,4.685,2.19667,4.78667,1.93833
1986,Cape Cod and Islands,4.11,3.20429,3.41714,2.32,1.58,3.74429,7.23667,5.91286,1.25143,5.15571,6.46286,7.14429
1986,Central,5.03767,3.26167,3.775,1.74533,2.42633,6.926,5.017,3.58036,1.37833,2.46867,5.50467,6.04724
1986,Connecticut River,5.20037,3.03481,3.46333,1.43926,2.64222,6.38423,5.7416,2.80963,1.59074,2.59926,5.59111,5.51808
1986,Northeast,4.01912,3.13735,3.73824,1.98471,1.48794,7.11618,4.70559,3.13235,1.58618,2.59618,5.59382,7.19382
1986,Southeast,5.466,3.2128,3.0048,2.2684,2.7272,5.3196,4.754,4.74826,1.074,2.725,6.1976,7.404
1986,Western,4.28333,2.845,3.325,1.52667,2.41,5.07167,6.89333,2.8075,1.7,2.64833,4.45667,3.59833
1987,Cape Cod and Islands,7.05143,2.39429,4.25857,8.07,2.94286,1.33714,1.29429,3.49143,6.01857,2.13857,4.25143,4.32429
1987,Central,5.213,0.32233,4.07484,8.853,1.37677,3.53613,1.71903,3.91742,5.83742,4.16226,3.02484,1.94516
1987,Connecticut River,4.46741,0.48593,3.90296,7.4863,1.83889,3.59111,2.11963,4.25519,7.21667,4.30296,3.18852,2.00556
1987,Northeast,5.98412,0.38059,4.02706,10.3271,1.58912,2.37485,1.06485,3.32697,7.0125,3.0397,3.17441,2.74382
1987,Southeast,6.15538,0.77154,4.86077,9.4475,2.24778,1.66704,1.64741,3.52259,6.6663,2.63667,3.63037,3.17607
1987,Western,3.745,0.77833,2.75333,5.59833,2.59,2.76333,3.48,4.51833,5.935,5.45833,2.41833,1.585
1988,Cape Cod and Islands,2.94429,5.40143,2.72,1.77286,2.40143,1.67429,4.13857,1.02,1.52286,4.87143,8.83571,1.15286
1988,Central,2.6529,3.54419,2.88903,3.70839,3.54387,1.74968,7.61839,3.34742,2.16226,3.16355,7.27452,1.39452
1988,Connecticut River,2.57778,3.75593,2.40778,3.29815,3.82815,1.30296,7.97615,4.1437,1.98185,2.72333,7.51296,1.39704
1988,Northeast,2.66765,3.83706,3.53647,2.58353,4.15,1.36206,7.14294,2.19441,1.80382,2.99794,6.91471,1.03088
1988,Southeast,2.90357,5.30571,4.16,2.51536,3.01963,1.20926,7.4963,1.37643,1.975,2.98536,8.13308,1.18556
1988,Western,2.31667,3.83333,2.655,2.505,3.68167,0.92,8.89333,4.93,1.69333,2.06667,7.47333,1.25333
1989,Cape Cod and Islands,1.50571,2.83143,4.13,5.39714,4.24143,4.23857,4.97286,3.16143,3.71857,4.93571,5.00429,1.15286
1989,Central,1.33097,2.68581,2.90903,4.02032,7.31097,5.08935,4.73419,6.028,5.5471,6.887,3.80387,1.35645
1989,Connecticut River,1.27444,2.44,2.76111,3.89296,9.34148,6.7963,4.09222,5.73231,5.06778,7.97077,3.64074,1.28407
1989,Northeast,0.74824,2.69353,3.29382,4.40912,4.37441,4.29559,4.21059,5.89118,4.28088,6.56941,4.19324,1.35176
1989,Southeast,1.27964,2.80107,3.79571,4.41321,4.87321,4.55179,5.72286,6.87852,4.94071,6.8863,5.11893,1.5763
1989,Western,1.27833,2.17333,2.87667,3.56333,7.95167,5.00667,3.46667,4.97833,4.43333,6.78167,2.75,1.77333
1990,Cape Cod and Islands,5.71,3.46714,2.59857,4.42857,6.44857,2.35286,3.28,1.43857,2.15714,3.50857,1.72143,4.34
1990,Central,4.13194,4.29677,2.05032,4.14935,7.14548,1.66065,2.44968,8.11,1.59258,8.02516,2.59613,5.18129
1990,Connecticut River,4.03037,3.96852,3.31074,4.44704,7.39556,1.94481,2.26,9.55846,1.81852,6.91926,3.27148,5.21519
1990,Northeast,3.88029,3.58676,1.66235,4.98853,6.64294,1.14,4.06912,6.49176,1.67912,8.23412,2.16882,3.83971
1990,Southeast,4.83821,3.66643,2.11179,4.94963,6.55536,1.57,5.94222,5.65667,2.58143,5.90929,1.98821,4.49036
1990,Western,3.22667,3.56667,3.69,4.08667,7.62,3.36333,1.82833,10.885,2.46167,6.685,2.94667,5.67667
1991,Cape Cod and Islands,3.18286,2.50714,6.21429,3.94286,2.18143,2.11125,1.5975,4.785,4.96875,4.2575,4.815,3.48125
1991,Central,2.99625,2.09313,4.34594,3.82219,4.62219,3.17625,3.09844,8.94656,6.92188,2.88875,4.96406,3.52469
1991,Connecticut River,2.70296,1.81074,4.4563,3.40037,4.83,2.31556,2.19963,8.51462,6.93889,3.78481,4.72815,3.68
1991,Northeast,3.35722,1.91667,4.05361,4.39083,2.1225,2.89222,2.58472,7.20333,7.10028,3.4975,4.46472,3.03194
1991,Southeast,3.37667,1.98107,5.8475,4.43393,2.19821,1.76214,3.13679,6.00357,7.16393,4.19926,4.89481,2.95393
1991,Western,2.125,1.66333,3.89667,2.93667,5.235,2.15167,2.125,6.13,6.51667,3.92667,4.09833,3.01167
1992,Cape Cod and Islands,2.44,2.285,3.55125,2.6,1.8275,4.49875,3.3675,8.22375,3.425,2.0275,3.90375,8.62111
1992,Central,2.47438,2.11,3.92063,2.62219,3.33438,4.31774,4.20625,5.76938,2.62938,2.61906,5.22063,4.39813
1992,Connecticut River,2.41788,2.10394,4.2797,3.20758,2.94848,5.3097,4.77182,5.311,2.79242,2.63794,4.64382,4.68939
1992,Northeast,3.056,2.25675,3.6615,2.76625,2.1895,4.62375,3.52122,4.97805,3.3339,2.34976,4.62244,5.89976
1992,Southeast,3.58379,2.30241,4.04414,3.01897,1.69379,4.53862,2.62793,5.63724,4.33103,2.01897,5.07966,8.88444
1992,Western,1.80429,1.76143,3.26429,3.34,2.93857,3.305,4.83125,4.73625,3.67125,2.6725,5.105,5.7625
1993,Cape Cod and Islands,2.27,3.94818,6.618,4.73091,2.25727,1.74636,2.47,0.70545,3.358,5.04,3.31,7.67273
1993,Central,2.78688,2.77656,5.76344,3.93719,1.73938,1.95719,3.03188,2.55656,6.03563,4.185,4.25,5.1225
1993,Connecticut River,2.72176,2.96382,6.56758,5.08676,1.60788,2.33545,3.00576,2.43406,4.8375,3.97094,4.35606,4.87424
1993,Northeast,2.22024,4.2975,6.6861,5.1039,1.28756,1.68146,2.01683,1.81275,5.457,3.98475,3.487,5.71692
1993,Southeast,2.47517,4.48138,6.47571,5.38034,1.43069,1.34517,2.27483,1.18586,3.96931,3.81931,3.50759,7.11966
1993,Western,2.56125,3.0775,4.99375,4.44375,1.695,2.905,3.075,3.0375,4.2375,4.55125,4.17875,3.62375
1994,Cape Cod and Islands,5.67091,4.16083,7.80083,3.1525,4.70917,2.59167,1.68917,4.64091,3.11545,1.31545,3.57455,5.30417
1994,Central,5.02469,2.24063,5.63469,3.09563,4.55813,2.58594,4.90875,6.56938,4.35656,1.12813,3.66688,5.0875
1994,Connecticut River,4.88667,2.47882,5.61824,3.61636,4.23,2.71788,5.56697,5.04879,4.12405,1.34526,3.86324,5.21595
1994,Northeast,4.73026,2.6325,6.5985,2.2685,5.40975,1.16154,2.257,5.42775,6.22375,0.66675,4.36795,5.9115
1994,Southeast,5.41172,3.00655,7.94793,2.19179,3.94138,2.75621,2.24552,6.31069,4.22643,0.69643,4.96464,5.705
1994,Western,5.04111,2.19333,4.22222,3.52444,3.56,3.29889,5.918,4.125,3.943,1.509,2.78889,3.73222
1995,Cape Cod and Islands,2.67417,2.63083,2.04417,2.71,3.8225,3.71917,2.76833,1.815,2.76833,5.0625,7.71583,2.7125
1995,Central,3.67438,3.14121,2.10156,2.28813,2.78,2.23548,3.29781,2.14438,2.98313,9.81031,5.11219,2.10656
1995,Connecticut River,3.54886,2.994,2.06314,2.51912,2.55758,2.35242,3.93364,2.96,3.15,14.0653,5.31879,2.22061
1995,Northeast,4.25425,2.8465,2.2225,1.95857,2.39791,2.04364,2.52,1.25409,3.15537,6.7478,6.60488,2.85537
1995,Southeast,3.52357,2.97929,2.43286,2.45679,2.51321,2.88586,2.59793,1.73897,3.34448,6.52793,6.37276,2.45
1995,Western,3.245,2.55667,2.66333,2.78222,2.238,1.505,3.12778,1.71444,2.6975,10.7629,4.82,2.59833
1996,Cape Cod and Islands,5.04417,3.155,3.92545,5.93091,2.4125,1.83273,3.14545,4.41545,12.8517,9.1825,1.40083,4.8575
1996,Central,6.94094,3.00375,3.02313,7.68563,4.00625,3.59065,7.09063,2.01645,6.69063,6.42438,3.59,7.27645
1996,Connecticut River,7.185,2.91735,2.68676,8.13765,4.37188,4.62276,7.71813,1.66966,7.37844,5.35032,4.39333,7.34333
1996,Northeast,6.25333,2.94737,3.02795,5.94514,3.36611,2.10115,6.42342,1.50444,6.99389,11.7162,2.58725,6.46914
1996,Southeast,6.55586,3.13759,3.24214,5.77444,3.67,2.35583,5.56037,3.25958,8.12357,8.86393,2.56407,7.24077
1996,Western,7.405,3.01143,2.58857,7.24429,4.53857,5.04714,8.585,2.86143,6.48714,4.84571,3.79429,6.46286
1997,Cape Cod and Islands,2.864,2.37273,5.93545,5.04545,4.08583,1.77073,3.94917,5.06583,1.47833,2.48333,7.03364,3.77167
1997,Central,3.54351,2.12844,5.17719,4.37156,3.12567,1.35906,3.58438,4.87129,1.46138,2.37677,6.17161,2.68323
1997,Connecticut River,3.48788,2.23645,4.21156,3.73781,3.89129,1.15906,4.47094,5.56613,2.29219,2.31419,7.04094,2.60667
1997,Northeast,2.935,1.9275,4.99972,5.20171,2.77848,1.17265,1.70265,3.59686,1.62939,1.81515,6.30303,3.49
1997,Southeast,3.46857,1.93893,5.64179,5.20143,3.18214,1.0615,1.94852,4.24143,1.38821,2.05071,6.9325,2.75259
1997,Western,3.16,1.91571,5.22714,2.64143,4.97429,0.995,4.41571,4.25857,1.88667,2.26571,7.34667,2.805
1998,Cape Cod and Islands,7.27167,6.7625,5.475,4.84833,3.32667,7.295,1.92417,3.96083,3.1525,3.19167,1.9,1.435
1998,Central,5.33097,3.40935,5.70065,3.18258,5.47438,8.56125,2.53938,1.83938,2.19344,5.10188,2.45406,1.56516
1998,Connecticut River,4.98032,3.05613,4.64742,2.83667,5.75032,7.71032,2.24774,1.33484,2.2829,4.87833,2.73367,1.437
1998,Northeast,6.03371,5.74543,5.0138,3.558,6.10686,11.2926,2.63457,2.92943,2.20457,5.81,1.87,1.58114
1998,Southeast,6.95071,6.84357,5.54071,4.89107,5.73607,12.6696,2.30714,5.0775,2.27643,5.09607,2.32821,1.6775
1998,Western,4.96167,2.85833,3.475,3.078,6.364,8.396,2.99,1.372,2.52,4.544,2.42,1.79833
1999,Cape Cod and Islands,4.39333,4.64818,4.69455,1.49667,4.2175,0.32333,1.69917,4.90083,3.53083,6.92091,2.41833,3.16333
1999,Central,6.29033,3.53724,4.76677,0.92839,2.82267,1.56156,2.50344,2.96156,9.66219,3.81906,2.85531,2.21226
1999,Connecticut River,6.28321,3.363,5.09533,0.969,4.08069,2.87793,2.27069,3.45379,11.5455,3.85207,3.18414,2.24179
1999,Northeast,6.51457,4.17222,3.9727,0.83806,3.47389,0.41639,3.44611,1.83486,9.2325,4.28167,2.51667,2.12457
1999,Southeast,6.51964,5.53571,4.44179,1.32786,4.04536,0.55857,3.52607,2.14857,8.55857,5.36828,2.77241,2.53931
1999,Western,6.165,3.336,4.93833,1.27167,5.395,3.684,2.832,3.428,8.89667,3.79,3.36,1.764
2000,Cape Cod and Islands,3.73833,3.12385,3.77385,6.00077,3.64917,2.18,4.0175,4.82,2.47167,2.57583,2.96833,3.08545
2000,Central,3.45806,3.36,4.15387,6.25813,3.61404,6.12903,4.94065,3.18179,3.43759,2.21833,3.38333,4.155
2000,Connecticut River,3.41581,3.16613,4.04935,4.96129,4.45065,8.02032,6.43968,4.56871,3.65467,2.23379,2.81967,3.98259
2000,Northeast,3.63316,3.42263,4.12868,6.71553,3.27132,5.6,5.73974,2.23974,3.27342,3.06917,5.02906,4.44457
2000,Southeast,4.03929,3.63414,5.3337,6.40071,3.66724,4.90828,4.70893,2.69357,3.38857,2.68643,3.96036,4.448
2000,Western,3.39,2.92875,3.84625,3.8575,4.41125,9.51857,5.82625,4.31375,4.43143,2.44857,2.52167,4.49
2001,Cape Cod and Islands,3.22583,2.33364,8.025,2.46333,3.485,3.51333,3.63583,4.5025,1.7825,1.5425,1.11333,3.5425
2001,Central,1.95179,3.21069,7.46448,1.50778,2.423,6.66857,3.23111,3.02346,3.72593,0.7952,1.21308,2.8856
2001,Connecticut River,1.71367,3.19367,7.24357,1.97667,3.80484,5.595,3.03258,2.76633,4.38483,0.93667,1.28862,2.7829
2001,Northeast,2.46657,2.53647,11.556,1.25167,1.98333,6.98811,2.63944,3.73528,2.52333,1.10667,1.0075,3.25081
2001,Southeast,3.03046,2.49769,11.7459,2.04621,3.29793,6.85241,3.24143,4.79643,2.79321,1.06857,0.94241,3.20172
2001,Western,1.48833,3.10667,6.645,1.51167,3.38714,5.19,3.62143,2.12286,5.43167,1.42167,1.78667,2.895
2002,Cape Cod and Islands,4.365,2.13182,5.68182,3.61667,4.6075,3.25167,0.68083,1.94583,5.99833,2.92,7.32417,6.1
2002,Central,2.33889,2.16615,4.39857,3.38192,5.10185,4.85609,2.16154,3.0548,3.96708,4.0025,5.16158,5.07364
2002,Connecticut River,1.98567,2.2331,3.86581,3.562,5.093,4.7669,2.29379,3.31241,3.54567,4.65067,5.55,4.10679
2002,Northeast,3.21757,2.32842,4.425,3.41763,6.04744,4.42744,2.16103,2.39077,3.7559,4.25308,5.78263,6.38395
2002,Southeast,3.35517,2.22897,5.00207,2.85577,5.99069,3.9431,1.71143,2.32207,5.32036,3.83138,6.58241,6.56828
2002,Western,1.656,1.918,3.402,3.93333,4.74333,5.275,2.56333,3.56,3.89333,4.135,5.386,3.478
2003,Cape Cod and Islands,3.052,5.639,6.807,4.60667,3.21667,5.48636,1.393,4.61636,2.92636,5.07818,3.18455,6.13
2003,Central,3.02429,3.97524,3.99952,3.55727,4.81909,5.92895,2.29053,5.15632,5.16368,5.3015,2.40105,5.50526
2003,Connecticut River,3.13556,3.81786,3.75679,3.44444,4.92533,5.68821,2.15852,5.83962,8.42071,5.54462,3.5488,5.69174
2003,Northeast,2.79351,4.51103,4.46811,4.53641,4.00676,5.09405,2.52053,5.21436,3.44872,6.03316,2.31838,5.62944
2003,Southeast,2.66214,4.89643,5.8931,5.69931,3.75793,6.46552,3.76964,5.23964,3.2525,6.26444,2.502,6.24423
2003,Western,3.12,2.82,2.852,2.168,4.32667,4.195,2.39,7.04,7.23167,5.635,3.792,5.5875
2004,Cape Cod and Islands,2.036,2.536,2.56444,5.76727,2.81091,1.92545,2.35545,4.8,6.39636,1.83545,4.50273,5.37636
2004,Central,1.47706,1.64063,2.71389,7.47789,3.87706,1.92895,4.06632,4.58158,7.99368,2.14895,3.86889,4.84647
2004,Connecticut River,1.63625,1.6328,2.65043,6.42652,4.34773,2.23583,3.80609,4.7287,8.42273,2.21391,3.29955,3.84762
2004,Northeast,1.16556,1.47897,2.96947,9.68947,3.78382,2.12216,4.64105,5.78868,6.74587,2.30486,3.72081,5.00972
2004,Southeast,1.71741,1.97037,2.8764,7.75115,3.04458,1.70958,3.58654,6.34,6.51308,2.14852,4.16375,5.04292
2004,Western,1.895,1.5525,2.6875,4.58,4.682,2.716,4.538,6.35,8.266,2.2775,3.2925,3.2425
2005,Cape Cod and Islands,6.28667,2.66125,5.58875,4.182,6.548,0.756,2.231,1.345,5.05,9.401,5.004,3.5551
2005,Central,5.16278,2.96944,4.77842,5.91895,4.20158,3.09,4.56316,2.92895,2.58053,16.0116,5.07333,4.21529
2005,Connecticut River,4.97536,2.81952,4.16095,5.45429,2.63952,3.6135,4.274,3.193,2.185,16.2805,4.66947,3.978
2005,Northeast,5.22758,3.23735,5.11135,4.50472,6.52135,2.17361,3.2925,3.42297,2.00974,13.7008,4.50811,3.97441
2005,Southeast,6.01455,3.15591,6.17571,4.7756,5.9196,1.0675,2.7613,4.6904,3.6268,13.8763,5.5876,4.03318
2005,Western,4.4675,2.3525,4.2675,3.645,2.156,4.41,3.648,2.87,1.994,14.348,4.966,3.06
2006,Cape Cod and Islands,5.585,1.79444,0.554,2.46,7.04,11.469,2.943,3.201,2.535,2.952,6.518,2.674
2006,Central,5.60211,3.02895,0.57842,2.26053,7.34778,8.92389,22.0905,4.78,2.29105,6.43211,6.33235,2.19625
2006,Connecticut River,5.934,2.40524,0.7505,3.10333,6.37611,7.18222,2.86765,4.59105,2.81111,6.71833,4.455,2.36056
2006,Northeast,4.71811,2.7025,0.64,2.68421,13.5392,10.0978,4.64892,3.89316,2.43105,5.41243,6.89027,2.33946
2006,Southeast,5.67346,2.69708,0.3748,2.58038,8.68,13.0392,2.39808,4.12346,2.38192,5.66192,6.85038,2.13192
2006,Western,6.268,1.59,0.878,4.296,6.038,7.668,2.936,4.222,3.82,5.488,4.322,1.42
2007,Cape Cod and Islands,4.628,1.567,5.45,8.442,3.2867,1.458,2.922,1.162,2.117,2.384,6.035,4.41
2007,Central,3.01944,2.17167,4.83778,7.55056,3.94105,2.82632,5.12684,1.67947,2.84,3.64944,3.31,4.46
2007,Connecticut River,3.22444,2.07588,4.93,6.94611,2.67444,3.56,5.53412,1.53833,2.57444,4.44765,3.19188,4.84118
2007,Northeast,3.00405,2.20811,5.00053,8.20079,4.33757,2.91474,3.54405,1.05778,2.47056,2.98541,3.46778,5.11583
2007,Southeast,3.03615,2.1104,5.9928,8.2104,3.1928,2.97269,3.83077,1.13192,2.19192,2.94333,3.42917,5.588
2007,Western,3.63,2.582,4.586,6.408,2.458,3.53,5.304,1.936,2.966,4.82,3.702,4.954
2008,Cape Cod and Islands,26.808,5.095,4.353,4.268,3.689,2.657,3.912,2.982,7.33,2.095,4.652,5.65667
2008,Central,2.70632,9.53444,4.99263,4.18389,1.98,4.57833,7.21667,4.12944,8.56944,16.7556,3.94278,7.40389
2008,Connecticut River,2.20056,10.3039,5.45529,4.35118,2.14059,5.99765,8.54118,3.97706,8.79059,2.97941,3.15118,7.27824
2008,Northeast,2.97028,8.3473,5.17842,3.73553,1.98395,3.61816,7.63763,4.11211,8.25053,2.26658,4.17605,7.21053
2008,Southeast,2.96042,7.41739,5.51833,3.98375,2.35917,2.8613,5.395,4.20667,9.46208,2.37208,5.29826,8.02875
2008,Western,1.734,8.425,5.595,3.3,2.4175,6.948,5.626,2.984,6.024,4.5275,2.765,6.85
2009,Cape Cod and Islands,4.408,1.808,3.719,5.5,3.305,4.157,6.601,5.098,4.202,7.94333,2.36,6.36875
2009,Central,3.27667,2.18778,3.14471,3.83824,3.52,6.12235,9.26389,3.90444,1.58833,5.58111,3.1075,4.446
2009,Connecticut River,3.28412,1.41941,2.71647,3.34118,4.35722,6.01706,9.39529,4.96412,1.46941,5.39471,2.85353,4.35059
2009,Northeast,3.80861,1.99444,3.19361,4.37771,3.404,5.08571,8.49029,4.04371,2.78314,5.60257,4.30971,4.80618
2009,Southeast,4.22208,1.92292,3.25167,5.63917,3.3375,4.94167,8.48542,4.78167,3.1375,7.24833,3.66375,5.595
2009,Western,2.615,1.2525,2.4525,2.0425,4.8425,8.822,9.888,6.512,1.638,5.005,3.0025,3.656
2010,Cape Cod and Islands,3.39333,4.19222,9.69333,1.64778,2.71778,2.90778,2.87333,4.23889,4.97667,6.61333,4.46111,3.93556
2010,Central,3.67588,4.67688,10.0625,1.46471,2.56941,3.60353,3.30882,3.28235,2.11412,6.27941,3.85938,4.20063
2010,Connecticut River,2.99941,4.18059,6.75706,1.10353,2.76,3.7425,2.88,3.25588,2.39647,7.38824,3.81938,4.28813
2010,Northeast,3.52657,5.02629,16.0423,1.92971,3.05343,2.56914,2.02429,5.32,2.08086,4.92343,4.04914,3.86371
2010,Southeast,4.05545,4.65652,15.5187,1.85478,2.97304,2.50478,3.31565,4.8887,2.75087,5.12,4.20217,4.60391
2010,Western,2.492,4.02,5.14,1.25,2.95167,4.145,4.12,2.67833,2.456,7.772,2.874,4.698
2011,Cape Cod and Islands,4.03,4.09,2.32444,6.54444,2.73875,4.05,4.20375,4.16,4.66625,7.05667,4.1975,3.31444
2011,Central,3.96063,4.225,4.86938,4.83563,3.61625,6.07938,1.94188,11.3044,7.64438,6.48375,4.0525,4.58688
2011,Connecticut River,3.30176,3.95412,5.69353,5.21176,4.66412,6.58059,2.1475,10.4994,8.30563,6.74706,3.54941,4.94059
2011,Northeast,4.13743,4.40314,2.86571,4.59514,3.28829,5.08176,2.01171,9.74294,5.56412,8.89,3.88909,4.1003
2011,Southeast,4.42762,5.00571,2.41909,5.5381,3.35045,4.13182,3.165,7.07273,6.47682,8.20333,4.35409,3.93318
2011,Western,2.4025,3.385,4.175,5.1075,3.416,7.126,3.272,11.968,10.812,4.2025,2.55,4.505
2012,Cape Cod and Islands,4.04667,2.29556,1.41222,1.98222,6.18556,2.80889,2.87125,3.92222,4.94333,2.87444,2.92625,6.22889
2012,Central,3.03313,0.95563,1.61313,3.235,4.2675,4.52188,2.1775,5.2475,4.88438,5.37188,0.77938,4.42938
2012,Connecticut River,3.1,1.21471,1.53,2.60941,4.86176,4.22813,2.55235,5.71824,6.17882,4.28118,0.475,5.05188
2012,Northeast,3.15848,1.19813,1.77548,3.48636,4.26969,4.99625,2.5775,4.62563,3.60226,5.07688,1.14625,5.84094
2012,Southeast,3.11217,1.0225,1.50565,3.30609,4.83542,4.19375,3.26375,4.83792,4.48833,4.95542,2.09167,5.59875
2012,Western,3.1075,1.1525,1.345,2.165,7.22,3.12,2.376,4.848,5.456,4.655,0.735,4.675
2013,Cape Cod and Islands,1.63667,5.26333,4.52333,3.38444,4.49,8.86778,3.01222,1.91444,2.62333,0.78,4.05889,4.78778
2013,Central,1.8425,4.53063,3.04563,1.81,5.5675,9.67688,3.42188,3.595,2.99,1.94125,3.25188,4.2925
2013,Connecticut River,2.02235,3.49,2.44647,2.07,5.79722,9.57222,4.69944,4.48778,3.58667,1.72278,3.52647,3.71688
2013,Northeast,1.28879,5.16212,3.33424,1.7897,3.95515,9.50818,3.89576,2.38636,3.01909,0.98061,2.88606,4.69438
2013,Southeast,2.00417,5.62333,4.22917,1.92783,4.08708,11.1963,3.76522,2.85364,2.29087,1.23048,4.11857,4.52773
2013,Western,2.296,2.534,1.918,2.352,7.24167,7.87833,2.99833,5.85,4.97333,1.828,3.568,2.898
2014,Cape Cod and Islands,3.59667,5.87667,3.48333,3.80667,1.65778,2.27556,4.56,2.5,1.56111,5.01,7.84667,6.33111
2014,Central,3.15313,3.88813,4.874,4.60133,4.38643,2.154,6.33333,3.762,1.97267,6.10933,4.14467,5.04667
2014,Connecticut River,3.30867,3.45,3.95133,4.59333,5.02267,3.314,7.61933,4.42867,1.59857,6.19933,3.145,4.84214
2014,Northeast,3.27424,4.40273,4.78848,3.58121,2.98636,2.55242,5.21394,2.64625,1.44844,6.98969,5.1775,6.87625
2014,Southeast,4.21091,5.00727,4.91045,4.31545,2.87136,2.30261,5.56727,1.97409,0.86739,6.90045,6.08217,6.10091
2014,Western,3.25,3.472,2.896,3.086,2.97667,6.11167,10.372,3.244,1.576,5.61,2.80667,4.44667
2015,Cape Cod and Islands,4.5675,3.13625,4.94125,1.59444,0.74778,3.77444,2.03778,3.36778,3.2925,6.42111,6.075,5.925
2015,Central,4.026,3.02846,2.216,2.564,1.181,7.327,3.191,2.23556,4.994,2.89333,2.30333,4.92
2015,Connecticut River,3.94786,2.64143,2.16,2.76615,0.92385,8.35667,3.89083,3.26462,4.82833,3.445,2.07,4.13333
2015,Northeast,3.94467,3.76407,2.74273,2.4981,1.19955,6.57318,2.40476,2.49905,3.76667,2.965,2.059,4.604
2015,Southeast,4.28762,4.3585,3.718,2.72632,0.98556,5.63421,2.72375,2.96667,3.555,3.92733,2.685,4.125
2015,Western,3.39,2.12667,1.51,2.56667,1.505,8.97,4.9325,4.7925,4.57,3.1825,2.62,5.465
2016,Cape Cod and Islands,5.5225,5.88667,3.394,4.308,3.272,0.91,2.886,0.802,2.6325,6.368,2.968,2.61
2016,Central,1.6625,4.32,3.475,2.1525,2.19,1.826,2.16833,4.598,3.17,4.815,4.136,3.3575
2016,Connecticut River,1.658,4.548,2.98167,2.35333,2.88286,2.00857,2.08,3.56429,2.89857,2.58,2.925,3.51333
2016,Northeast,2.81722,3.92765,3.64222,2.895,2.49053,1.71632,1.28579,2.47944,2.18474,6.79421,3.29944,3.41867
2016,Southeast,3.65417,4.978,2.482,3.66909,3.32917,1.7175,1.67333,2.12667,1.89667,6.0325,2.5075,2.96111
2016,Western,1.78,5.4025,3.22,3.09,5.36,3.3675,3.5875,4.81,3.075,3.22,3.58,3.91667
2017,Cape Cod and Islands,6.065,2.96667,4.1975,5.84333,6.58167,3.585,3.32,5.30167,5.86667,6.11667,2.98833,3.1225
2017,Central,3.18,3.0025,4.2825,3.858,6.942,4.96667,3.11167,2.912,3.50833,9.322,1.535,3.064
2017,Connecticut River,3.3125,3.04333,3.22333,3.97143,6.24,4.48714,3.88857,2.57857,3,8.40167,1.055,2.58333
2017,Northeast,4.27176,3.13533,3.98889,6.29737,4.74684,5.05579,3.78556,1.49167,3.23059,6.01313,2.20294,2.788
2017,Southeast,5.57364,2.98182,3.795,6.06727,5.19083,4.93583,3.3775,1.43167,3.28667,5.58455,2.70364,2.93182
2017,Western,3.865,3.125,3.48,4.35,7.2475,4.2075,3.9625,3.605,3.2475,6.3575,1.5875,2.865
2018,Cape Cod and Islands,6.178,7.68833,7.578,5.932,2.26833,3.52,1.35167,3.06667,4.08,6.615,9.01833,4.03833
2018,Central,4.306,4.512,3.85,4.942,1.884,5.214,5.784,9.78,7.862,4.648,8.942,4.714
2018,Connecticut River,3.93833,4.82667,2.75,5.00143,2.34143,5.26,6.62,7.53714,8.56714,5.05833,8.76167,4.74833
2018,Northeast,3.86824,4.05529,5.28875,5.39706,2.08278,3.71824,4.04471,4.90118,7.16118,4.95176,10.3529,3.37375
2018,Southeast,5.5925,4.71583,6.95417,5.95818,2.15083,2.91917,2.91583,4.50083,9.13583,7.09917,10.0517,3.77583
2018,Western,5.215,5.235,3.6275,4.085,2.7525,5.1575,6.06,8.25,8.7525,4.975,7.7225,3.4825
2018,Cape Cod and Islands,6.42,3.76167,4.17667,5.36667,3.39667,5.54833,4.55833,2.585,3.54,3.4425,3.81938,3.56647
2019,Central,4.234,3,2.125,7.652,3.162,4.638,5.134,3.35,1.445,3.4425,3.81938,3.56647
2019,Connecticut River,4.855,3.43167,2.25667,7.45286,3.80833,3.13429,3.84429,4.15,2.05,3.4425,3.81938,3.56647
2019,Northeast,4.03529,3.51588,3.154,6.905,3.52563,4.48938,5.68286,3.658,1.71727,3.4425,3.81938,3.56647
2019,Southeast,5.50417,3.53333,2.88917,7.47667,4.25,4.36917,5.13583,3.24,2.296,3.4425,3.81938,3.56647
2019,Western,5.1525,3.1275,1.5725,5.8675,4.8575,4.315,3.3175,4.57,3.03,3.4425,3.81938,3.56647
